temp,temp,datetime
21125,25062,2022-04-16 18:23:58.411480
21125,25062,2022-04-16 18:24:05.209741
21125,25062,2022-04-16 18:24:12.009769
21125,25062,2022-04-16 18:24:18.888944
21125,25062,2022-04-16 18:24:25.689725
21125,25062,2022-04-16 18:24:32.490116
21125,25062,2022-04-16 18:24:39.289979
21125,25062,2022-04-16 18:24:46.090118
21125,25062,2022-04-16 18:24:52.889839
21125,25062,2022-04-16 18:24:59.690236
21125,25062,2022-04-16 18:25:06.489831
21125,25062,2022-04-16 18:25:13.289745
21125,25062,2022-04-16 18:25:20.089996
21125,25062,2022-04-16 18:25:26.969846
21125,25000,2022-04-16 18:25:33.809215
21125,25000,2022-04-16 18:25:40.569630
21125,25000,2022-04-16 18:25:47.369621
21125,25000,2022-04-16 18:25:54.169977
21125,24937,2022-04-16 18:26:00.969921
21062,24937,2022-04-16 18:26:07.769616
21125,24937,2022-04-16 18:26:14.650107
21125,24937,2022-04-16 18:26:21.529624
21125,24937,2022-04-16 18:26:28.370076
21125,24937,2022-04-16 18:26:35.209751
21125,24937,2022-04-16 18:26:42.009983
21125,24937,2022-04-16 18:26:48.809637
21125,24937,2022-04-16 18:26:55.689985
21125,24937,2022-04-16 18:27:02.489658
21187,24937,2022-04-16 18:27:09.328974
21187,24937,2022-04-16 18:27:16.129824
21187,24937,2022-04-16 18:27:22.889858
21125,24937,2022-04-16 18:27:29.689643
21187,24875,2022-04-16 18:27:36.488935
21187,24937,2022-04-16 18:27:43.290027
21125,24875,2022-04-16 18:27:50.089618
21187,24937,2022-04-16 18:27:56.889037
21187,24937,2022-04-16 18:28:03.689288
21187,24875,2022-04-16 18:28:10.489607
21187,24875,2022-04-16 18:28:17.289036
21187,24875,2022-04-16 18:28:24.089767
21187,24875,2022-04-16 18:28:30.889925
21187,24875,2022-04-16 18:28:37.769413
21187,24875,2022-04-16 18:28:44.569964
21062,24875,2022-04-16 18:28:51.369633
21125,24875,2022-04-16 18:28:58.210401
21062,24875,2022-04-16 18:29:04.970015
21062,24875,2022-04-16 18:29:11.768952
21062,24875,2022-04-16 18:29:18.570061
21125,24875,2022-04-16 18:29:25.368895
21125,24875,2022-04-16 18:29:32.169990
21125,24875,2022-04-16 18:29:38.969797
21125,24875,2022-04-16 18:29:45.769640
21125,24875,2022-04-16 18:29:52.570016
21125,24875,2022-04-16 18:29:59.369605
21125,24875,2022-04-16 18:30:06.169619
21125,24875,2022-04-16 18:30:12.969584
21125,24875,2022-04-16 18:30:19.770078
21125,24875,2022-04-16 18:30:26.569608
21125,24875,2022-04-16 18:30:33.371028
21125,24875,2022-04-16 18:30:40.170020
21125,24875,2022-04-16 18:30:46.969627
21125,24812,2022-04-16 18:30:53.770080
21125,24812,2022-04-16 18:31:00.609280
21125,24812,2022-04-16 18:31:07.369573
21125,24812,2022-04-16 18:31:14.169605
21125,24875,2022-04-16 18:31:20.969860
21125,24875,2022-04-16 18:31:27.770412
21125,24812,2022-04-16 18:31:34.569590
21125,24812,2022-04-16 18:31:41.369558
21187,24812,2022-04-16 18:31:48.170064
21187,24812,2022-04-16 18:31:54.969607
21187,24812,2022-04-16 18:32:01.769916
21187,24812,2022-04-16 18:32:08.569564
21187,24812,2022-04-16 18:32:15.370482
21187,24812,2022-04-16 18:32:22.169586
21125,24812,2022-04-16 18:32:28.970014
21125,24812,2022-04-16 18:32:35.849660
21187,24875,2022-04-16 18:32:42.649656
21187,24875,2022-04-16 18:32:49.450179
21187,24812,2022-04-16 18:32:56.249673
21125,24812,2022-04-16 18:33:03.049636
21187,24875,2022-04-16 18:33:09.850048
21187,24812,2022-04-16 18:33:16.650079
21187,24875,2022-04-16 18:33:23.449625
21187,24812,2022-04-16 18:33:30.250442
21187,24812,2022-04-16 18:33:37.051436
21187,24812,2022-04-16 18:33:43.849655
21187,24812,2022-04-16 18:33:50.650092
21187,24750,2022-04-16 18:33:57.449638
21125,24812,2022-04-16 18:34:04.249716
21187,24812,2022-04-16 18:34:11.049639
21187,24812,2022-04-16 18:34:17.850201
21187,24750,2022-04-16 18:34:24.651752
21125,24750,2022-04-16 18:34:31.449705
21187,24750,2022-04-16 18:34:38.329616
21187,24750,2022-04-16 18:34:45.129667
21187,24750,2022-04-16 18:34:51.969638
21187,24750,2022-04-16 18:34:58.769041
21125,24750,2022-04-16 18:35:05.529787
21187,24750,2022-04-16 18:35:12.330162
21125,24750,2022-04-16 18:35:19.129343
21125,24750,2022-04-16 18:35:25.930093
21187,24750,2022-04-16 18:35:32.729726
21187,24750,2022-04-16 18:35:39.530403
21187,24750,2022-04-16 18:35:46.370001
21125,24687,2022-04-16 18:35:53.129571
21125,24625,2022-04-16 18:35:59.970922
21125,24625,2022-04-16 18:36:06.730068
21125,24625,2022-04-16 18:36:13.529721
21125,24562,2022-04-16 18:36:20.329643
21125,24562,2022-04-16 18:36:27.129944
21125,24500,2022-04-16 18:36:33.932003
21125,24437,2022-04-16 18:36:40.729966
21125,24437,2022-04-16 18:36:47.529674
21125,24437,2022-04-16 18:36:54.329615
21187,24437,2022-04-16 18:37:01.130126
21125,24437,2022-04-16 18:37:07.929582
21187,24437,2022-04-16 18:37:14.769264
21187,24437,2022-04-16 18:37:21.531882
21125,24375,2022-04-16 18:37:28.329902
21125,24375,2022-04-16 18:37:35.130032
21125,24375,2022-04-16 18:37:41.929619
21125,24375,2022-04-16 18:37:48.729674
21187,24375,2022-04-16 18:37:55.529660
21187,24312,2022-04-16 18:38:02.369685
21125,24375,2022-04-16 18:38:09.131858
21125,24375,2022-04-16 18:38:15.929665
21125,24375,2022-04-16 18:38:22.730203
21125,24312,2022-04-16 18:38:29.529653
21125,24375,2022-04-16 18:38:36.329627
21125,24312,2022-04-16 18:38:43.129612
21125,24312,2022-04-16 18:38:49.930036
21125,24375,2022-04-16 18:38:56.731515
21125,24312,2022-04-16 18:39:03.529705
21125,24312,2022-04-16 18:39:10.370877
21125,24250,2022-04-16 18:39:17.129658
21125,24250,2022-04-16 18:39:23.928963
21125,24250,2022-04-16 18:39:30.729933
21187,24250,2022-04-16 18:39:37.611607
21187,24250,2022-04-16 18:39:44.410226
21125,24250,2022-04-16 18:39:51.210099
21125,24250,2022-04-16 18:39:58.009986
21187,24250,2022-04-16 18:40:04.809660
21187,24250,2022-04-16 18:40:11.650046
21125,24250,2022-04-16 18:40:18.411323
21187,24250,2022-04-16 18:40:25.209634
21187,24250,2022-04-16 18:40:32.010017
21187,24250,2022-04-16 18:40:38.809791
21125,24250,2022-04-16 18:40:45.609618
21125,24250,2022-04-16 18:40:52.409603
21187,24250,2022-04-16 18:40:59.210112
21125,24312,2022-04-16 18:41:06.090659
21125,24312,2022-04-16 18:41:12.889809
21125,24250,2022-04-16 18:41:19.689932
21125,24250,2022-04-16 18:41:26.489528
21125,24250,2022-04-16 18:41:33.368885
21062,24250,2022-04-16 18:41:40.170486
21062,24187,2022-04-16 18:41:47.023804
21125,24187,2022-04-16 18:41:53.769859
21125,24187,2022-04-16 18:42:00.569659
21125,24187,2022-04-16 18:42:07.369965
21125,24250,2022-04-16 18:42:14.170637
21062,24187,2022-04-16 18:42:21.050398
21062,24250,2022-04-16 18:42:27.850131
21125,24250,2022-04-16 18:42:34.730598
21125,24250,2022-04-16 18:42:41.530083
21125,24250,2022-04-16 18:42:48.368896
21125,24187,2022-04-16 18:42:55.129736
21125,24187,2022-04-16 18:43:02.009626
21125,24250,2022-04-16 18:43:08.810012
21125,24250,2022-04-16 18:43:15.608901
21062,24250,2022-04-16 18:43:22.568969
21125,24250,2022-04-16 18:43:29.370086
21125,24187,2022-04-16 18:43:36.170377
21125,24187,2022-04-16 18:43:42.969534
21062,24187,2022-04-16 18:43:49.769626
21062,24187,2022-04-16 18:43:56.569566
21125,24125,2022-04-16 18:44:03.449714
21062,24125,2022-04-16 18:44:10.249604
21062,24125,2022-04-16 18:44:17.049991
21062,24187,2022-04-16 18:44:23.929881
21062,24125,2022-04-16 18:44:30.730287
21062,24125,2022-04-16 18:44:37.529622
21062,24125,2022-04-16 18:44:44.409914
21062,24125,2022-04-16 18:44:51.209593
21125,24125,2022-04-16 18:44:58.009587
21125,24125,2022-04-16 18:45:04.889930
21062,24125,2022-04-16 18:45:11.690034
21062,24125,2022-04-16 18:45:18.490335
21062,24062,2022-04-16 18:45:25.369582
21062,24062,2022-04-16 18:45:32.169597
21062,24062,2022-04-16 18:45:38.970057
21062,24125,2022-04-16 18:45:45.849692
21062,24125,2022-04-16 18:45:52.650709
21062,24125,2022-04-16 18:45:59.449640
21062,24125,2022-04-16 18:46:06.329958
21062,24125,2022-04-16 18:46:13.129774
21062,24125,2022-04-16 18:46:19.929648
21125,24062,2022-04-16 18:46:26.809580
21062,24125,2022-04-16 18:46:33.609633
21125,24062,2022-04-16 18:46:40.409935
21125,24062,2022-04-16 18:46:47.290118
21062,24062,2022-04-16 18:46:54.090035
21062,24125,2022-04-16 18:47:00.889900
21125,24125,2022-04-16 18:47:07.769562
21125,24187,2022-04-16 18:47:14.570102
21062,24187,2022-04-16 18:47:21.370290
21062,24125,2022-04-16 18:47:28.249572
21125,24187,2022-04-16 18:47:35.049570
21062,24187,2022-04-16 18:47:41.850048
21125,24125,2022-04-16 18:47:48.729557
21125,24187,2022-04-16 18:47:55.568947
21062,24125,2022-04-16 18:48:02.329825
21125,24187,2022-04-16 18:48:09.210443
21062,24187,2022-04-16 18:48:16.009556
21062,24125,2022-04-16 18:48:23.010019
21062,24187,2022-04-16 18:48:29.769610
21062,24187,2022-04-16 18:48:36.570181
21062,24125,2022-04-16 18:48:43.449824
21062,24125,2022-04-16 18:48:50.289009
21062,24125,2022-04-16 18:48:57.089472
21062,24125,2022-04-16 18:49:03.849739
21062,24125,2022-04-16 18:49:10.649589
21062,24187,2022-04-16 18:49:17.450149
21062,24187,2022-04-16 18:49:24.248949
21062,24125,2022-04-16 18:49:31.130288
21062,24187,2022-04-16 18:49:37.929667
21062,24187,2022-04-16 18:49:44.729999
21062,24187,2022-04-16 18:49:51.609685
21062,24187,2022-04-16 18:49:58.409795
21062,24125,2022-04-16 18:50:05.209997
21062,24125,2022-04-16 18:50:12.089515
21062,24125,2022-04-16 18:50:18.889916
21062,24125,2022-04-16 18:50:25.689521
21062,24062,2022-04-16 18:50:32.608864
21062,24062,2022-04-16 18:50:39.369647
21000,24062,2022-04-16 18:50:46.169642
21062,24062,2022-04-16 18:50:53.049600
21062,24062,2022-04-16 18:50:59.849981
21062,24062,2022-04-16 18:51:06.649632
21062,24000,2022-04-16 18:51:13.529633
21062,24000,2022-04-16 18:51:20.329602
21062,24000,2022-04-16 18:51:27.129994
21062,24000,2022-04-16 18:51:34.009864
21062,24000,2022-04-16 18:51:40.810093
21062,24000,2022-04-16 18:51:47.609647
21062,24000,2022-04-16 18:51:54.530048
21062,23937,2022-04-16 18:52:01.290124
21062,23937,2022-04-16 18:52:08.089993
21062,23937,2022-04-16 18:52:15.009039
21062,24000,2022-04-16 18:52:21.769646
21062,23937,2022-04-16 18:52:28.569828
21062,23937,2022-04-16 18:52:35.449635
21000,24000,2022-04-16 18:52:42.250021
21062,23937,2022-04-16 18:52:49.050468
21062,24000,2022-04-16 18:52:55.929747
21062,24000,2022-04-16 18:53:02.769652
21062,24000,2022-04-16 18:53:09.529688
21062,24000,2022-04-16 18:53:16.410355
21062,24000,2022-04-16 18:53:23.209899
21062,24000,2022-04-16 18:53:30.009623
21062,24000,2022-04-16 18:53:36.889667
21062,24000,2022-04-16 18:53:43.690135
21062,24000,2022-04-16 18:53:50.490015
21062,24000,2022-04-16 18:53:57.369640
21062,24000,2022-04-16 18:54:04.170174
21062,24000,2022-04-16 18:54:10.970036
21062,24000,2022-04-16 18:54:17.849993
21062,24000,2022-04-16 18:54:24.649759
21062,24000,2022-04-16 18:54:31.449669
21062,24000,2022-04-16 18:54:38.329617
21062,24062,2022-04-16 18:54:45.129673
21062,24062,2022-04-16 18:54:51.929946
21062,24062,2022-04-16 18:54:58.809713
21062,24062,2022-04-16 18:55:05.610010
21062,24062,2022-04-16 18:55:12.409845
21062,23875,2022-04-16 18:55:19.328948
21062,23750,2022-04-16 18:55:26.089614
21062,23687,2022-04-16 18:55:32.890956
21125,23562,2022-04-16 18:55:39.769596
21125,23500,2022-04-16 18:55:46.569585
21125,23437,2022-04-16 18:55:53.369849
21062,23312,2022-04-16 18:56:00.249625
21062,23312,2022-04-16 18:56:07.128924
21062,23187,2022-04-16 18:56:13.929638
21125,23062,2022-04-16 18:56:20.730019
21062,23000,2022-04-16 18:56:27.529989
21062,22937,2022-04-16 18:56:34.329617
21125,22875,2022-04-16 18:56:41.129517
21125,22812,2022-04-16 18:56:47.929980
21125,22750,2022-04-16 18:56:54.729595
21125,22687,2022-04-16 18:57:01.528963
21125,22625,2022-04-16 18:57:08.329855
21125,22562,2022-04-16 18:57:15.209551
21062,22500,2022-04-16 18:57:22.008959
21062,22500,2022-04-16 18:57:28.809972
21125,22375,2022-04-16 18:57:35.609661
21125,22312,2022-04-16 18:57:42.410749
21125,22312,2022-04-16 18:57:49.249650
21125,22250,2022-04-16 18:57:56.009760
21062,22187,2022-04-16 18:58:02.853174
21125,22125,2022-04-16 18:58:09.609630
21125,22125,2022-04-16 18:58:16.449609
21062,22125,2022-04-16 18:58:23.209665
21062,22062,2022-04-16 18:58:30.009667
21125,22062,2022-04-16 18:58:36.851261
21125,22000,2022-04-16 18:58:43.609632
21062,21937,2022-04-16 18:58:50.409679
21062,21937,2022-04-16 18:58:57.209659
21062,21937,2022-04-16 18:59:04.049722
21125,21812,2022-04-16 18:59:10.809607
21062,21812,2022-04-16 18:59:17.609686
21062,21750,2022-04-16 18:59:24.449596
21125,21750,2022-04-16 18:59:31.209650
21125,21687,2022-04-16 18:59:38.009604
21125,21687,2022-04-16 18:59:44.889631
21125,21625,2022-04-16 18:59:51.689604
21062,21625,2022-04-16 18:59:58.489586
21125,21562,2022-04-16 19:00:05.490065
21062,21562,2022-04-16 19:00:12.249600
21125,21562,2022-04-16 19:00:19.049619
21125,21500,2022-04-16 19:00:25.849650
21125,21500,2022-04-16 19:00:32.649990
21062,21437,2022-04-16 19:00:39.449660
21125,21375,2022-04-16 19:00:46.249615
21125,21437,2022-04-16 19:00:53.128930
21125,21375,2022-04-16 19:00:59.929739
21125,21312,2022-04-16 19:01:06.769303
21125,21312,2022-04-16 19:01:13.529765
21125,21312,2022-04-16 19:01:20.329873
21125,21312,2022-04-16 19:01:27.129682
21125,21312,2022-04-16 19:01:33.930023
21125,21250,2022-04-16 19:01:40.729966
21125,21250,2022-04-16 19:01:47.529714
21125,21250,2022-04-16 19:01:54.329974
21125,21250,2022-04-16 19:02:01.129630
21125,21187,2022-04-16 19:02:07.929677
21125,21187,2022-04-16 19:02:14.730477
21125,21187,2022-04-16 19:02:21.530129
21062,21187,2022-04-16 19:02:28.329610
21125,21125,2022-04-16 19:02:35.128561
21125,21125,2022-04-16 19:02:41.969627
21125,21125,2022-04-16 19:02:48.729667
21125,21125,2022-04-16 19:02:55.529648
21125,21125,2022-04-16 19:03:02.330092
21125,21125,2022-04-16 19:03:09.130196
21125,21062,2022-04-16 19:03:15.929568
21062,21062,2022-04-16 19:03:22.729687
21062,21062,2022-04-16 19:03:29.530154
21125,21062,2022-04-16 19:03:36.329634
21062,21062,2022-04-16 19:03:43.129948
21125,21000,2022-04-16 19:03:49.930008
21125,21000,2022-04-16 19:03:56.729596
21125,21000,2022-04-16 19:04:03.530008
21125,21000,2022-04-16 19:04:10.369377
21125,21000,2022-04-16 19:04:17.129672
21062,20937,2022-04-16 19:04:24.010046
21062,21000,2022-04-16 19:04:30.848960
21062,21000,2022-04-16 19:04:37.610540
21062,20937,2022-04-16 19:04:44.409362
21125,20937,2022-04-16 19:04:51.209650
21062,20937,2022-04-16 19:04:58.009623
21062,20937,2022-04-16 19:05:04.809225
21062,20937,2022-04-16 19:05:11.609603
21062,20875,2022-04-16 19:05:18.409601
21062,20875,2022-04-16 19:05:25.209239
21062,20875,2022-04-16 19:05:32.009639
21062,20937,2022-04-16 19:05:38.809640
21062,20937,2022-04-16 19:05:45.609103
21062,20875,2022-04-16 19:05:52.410038
21062,20875,2022-04-16 19:05:59.209856
21062,20875,2022-04-16 19:06:06.089966
21062,20875,2022-04-16 19:06:12.889636
21000,20812,2022-04-16 19:06:19.689628
21062,20812,2022-04-16 19:06:26.530409
21062,20812,2022-04-16 19:06:33.289690
21062,20812,2022-04-16 19:06:40.089743
21062,20812,2022-04-16 19:06:46.890209
21062,20812,2022-04-16 19:06:53.690065
21000,20812,2022-04-16 19:07:00.489563
21062,20812,2022-04-16 19:07:07.289614
21062,20750,2022-04-16 19:07:14.089996
21000,20812,2022-04-16 19:07:20.889540
21062,20750,2022-04-16 19:07:27.689615
21062,20750,2022-04-16 19:07:34.528945
21000,20750,2022-04-16 19:07:41.289640
21062,20750,2022-04-16 19:07:48.089641
21062,20750,2022-04-16 19:07:54.969609
21062,20750,2022-04-16 19:08:01.769651
21062,20750,2022-04-16 19:08:08.649255
21062,20750,2022-04-16 19:08:15.449747
21062,20750,2022-04-16 19:08:22.249644
21125,20750,2022-04-16 19:08:29.128930
21125,20750,2022-04-16 19:08:35.929739
21062,20750,2022-04-16 19:08:42.730001
21000,20750,2022-04-16 19:08:49.529886
21062,20750,2022-04-16 19:08:56.329646
21062,20750,2022-04-16 19:09:03.130069
21062,20750,2022-04-16 19:09:09.929648
21062,20750,2022-04-16 19:09:16.730086
21062,20750,2022-04-16 19:09:23.530570
21062,20750,2022-04-16 19:09:30.330092
21062,20750,2022-04-16 19:09:37.129664
21062,21500,2022-04-16 19:09:43.929709
21062,22937,2022-04-16 19:09:50.730504
21062,23687,2022-04-16 19:09:57.529725
21062,23875,2022-04-16 19:10:04.370100
21125,23812,2022-04-16 19:10:11.130286
21062,23812,2022-04-16 19:10:17.929771
21062,23500,2022-04-16 19:10:24.729581
21125,23375,2022-04-16 19:10:31.529022
21125,23250,2022-04-16 19:10:38.329895
21125,23187,2022-04-16 19:10:45.129578
21062,23062,2022-04-16 19:10:51.969675
21125,23062,2022-04-16 19:10:58.729829
21125,22875,2022-04-16 19:11:05.529560
21125,22875,2022-04-16 19:11:12.329678
21125,22750,2022-04-16 19:11:19.129503
21125,22687,2022-04-16 19:11:25.929854
21125,22687,2022-04-16 19:11:32.728128
21125,22562,2022-04-16 19:11:39.569660
21125,22562,2022-04-16 19:11:46.330375
21062,22562,2022-04-16 19:11:53.129500
21062,22375,2022-04-16 19:11:59.929544
21125,22375,2022-04-16 19:12:06.729484
21125,22312,2022-04-16 19:12:13.529481
21125,22250,2022-04-16 19:12:20.329495
21062,22187,2022-04-16 19:12:27.170005
21062,22187,2022-04-16 19:12:33.929943
21062,22125,2022-04-16 19:12:40.730034
21062,22062,2022-04-16 19:12:47.529502
21062,22062,2022-04-16 19:12:54.329508
21062,22000,2022-04-16 19:13:01.170841
21062,21937,2022-04-16 19:13:07.929495
21062,21875,2022-04-16 19:13:14.729964
21062,21875,2022-04-16 19:13:21.570078
21125,21875,2022-04-16 19:13:28.329555
21062,21812,2022-04-16 19:13:35.129756
21062,21812,2022-04-16 19:13:41.930147
21125,21750,2022-04-16 19:13:48.729922
21125,21687,2022-04-16 19:13:55.529657
21062,21687,2022-04-16 19:14:02.330004
21062,21687,2022-04-16 19:14:09.169588
21062,21625,2022-04-16 19:14:15.929616
21062,21625,2022-04-16 19:14:22.729687
21062,21562,2022-04-16 19:14:29.529722
21062,21562,2022-04-16 19:14:36.330091
21125,21500,2022-04-16 19:14:43.129874
21125,21500,2022-04-16 19:14:49.929915
21062,21500,2022-04-16 19:14:56.769986
21125,21437,2022-04-16 19:15:03.529773
21125,21437,2022-04-16 19:15:10.329635
21062,21437,2022-04-16 19:15:17.129892
21062,21437,2022-04-16 19:15:23.929575
21062,21375,2022-04-16 19:15:30.730048
21062,21375,2022-04-16 19:15:37.530020
21062,21312,2022-04-16 19:15:44.330451
21125,21312,2022-04-16 19:15:51.168941
21062,21312,2022-04-16 19:15:57.929744
21062,21312,2022-04-16 19:16:04.729990
21062,21312,2022-04-16 19:16:11.529678
21062,21250,2022-04-16 19:16:18.329604
21062,21250,2022-04-16 19:16:25.129993
21062,21250,2022-04-16 19:16:31.930627
21125,21250,2022-04-16 19:16:38.729665
21125,21250,2022-04-16 19:16:45.529927
21062,21250,2022-04-16 19:16:52.329972
21125,21250,2022-04-16 19:16:59.129636
21062,21250,2022-04-16 19:17:05.929635
21125,21250,2022-04-16 19:17:12.730055
21125,21250,2022-04-16 19:17:19.529730
21125,21250,2022-04-16 19:17:26.329846
21062,21250,2022-04-16 19:17:33.170169
21125,21187,2022-04-16 19:17:39.929661
21125,21187,2022-04-16 19:17:46.729706
21187,21187,2022-04-16 19:17:53.529960
21187,21187,2022-04-16 19:18:00.330256
