temp,datetime
21875,2020-12-05 17:49:20.831743
21812,2020-12-05 17:49:21.711758
21812,2020-12-05 17:49:22.591786
21875,2020-12-05 17:49:23.471893
21875,2020-12-05 17:49:24.352010
21875,2020-12-05 17:49:25.231770
21875,2020-12-05 17:49:26.111756
21812,2020-12-05 17:49:26.991906
21812,2020-12-05 17:49:27.871979
21812,2020-12-05 17:49:28.791733
21812,2020-12-05 17:49:29.631825
21875,2020-12-05 17:49:30.511963
21812,2020-12-05 17:49:31.391736
21875,2020-12-05 17:49:32.272061
21875,2020-12-05 17:49:33.151975
21875,2020-12-05 17:49:34.031672
21875,2020-12-05 17:49:34.911987
21875,2020-12-05 17:49:35.793064
21812,2020-12-05 17:49:36.671965
21875,2020-12-05 17:49:37.591298
21875,2020-12-05 17:49:38.431669
21875,2020-12-05 17:49:39.311923
21875,2020-12-05 17:49:40.191783
21875,2020-12-05 17:49:41.071968
21812,2020-12-05 17:49:41.951955
21875,2020-12-05 17:49:42.831632
21812,2020-12-05 17:49:43.711944
21812,2020-12-05 17:49:44.592035
21812,2020-12-05 17:49:45.472052
21812,2020-12-05 17:49:46.351906
21875,2020-12-05 17:49:47.231689
21875,2020-12-05 17:49:48.111808
21875,2020-12-05 17:49:48.992080
21875,2020-12-05 17:49:49.871961
21875,2020-12-05 17:49:50.751881
21812,2020-12-05 17:49:51.631757
21875,2020-12-05 17:49:52.511896
21812,2020-12-05 17:49:53.391871
21875,2020-12-05 17:49:54.271990
21812,2020-12-05 17:49:55.151949
21875,2020-12-05 17:49:56.031722
21812,2020-12-05 17:49:56.911798
21812,2020-12-05 17:49:57.792050
21812,2020-12-05 17:49:58.671959
21812,2020-12-05 17:49:59.552101
21812,2020-12-05 17:50:00.431709
21812,2020-12-05 17:50:01.311945
21812,2020-12-05 17:50:02.192294
21812,2020-12-05 17:50:03.071837
21812,2020-12-05 17:50:03.951887
21812,2020-12-05 17:50:04.831857
21812,2020-12-05 17:50:05.711988
21812,2020-12-05 17:50:06.591899
21812,2020-12-05 17:50:07.471816
21812,2020-12-05 17:50:08.351820
21812,2020-12-05 17:50:09.231789
21812,2020-12-05 17:50:10.111884
21812,2020-12-05 17:50:10.992009
21812,2020-12-05 17:50:11.871820
21812,2020-12-05 17:50:12.751837
21812,2020-12-05 17:50:13.631699
21812,2020-12-05 17:50:14.511951
21812,2020-12-05 17:50:15.391884
21812,2020-12-05 17:50:16.271808
21812,2020-12-05 17:50:17.151785
21812,2020-12-05 17:50:18.031882
21812,2020-12-05 17:50:18.911874
21812,2020-12-05 17:50:19.791783
21875,2020-12-05 17:50:20.671775
21812,2020-12-05 17:50:21.551794
21812,2020-12-05 17:50:22.431804
21812,2020-12-05 17:50:23.311901
21812,2020-12-05 17:50:24.191891
21812,2020-12-05 17:50:25.071810
21812,2020-12-05 17:50:25.951877
21812,2020-12-05 17:50:26.832220
21812,2020-12-05 17:50:27.712001
21812,2020-12-05 17:50:28.591928
21812,2020-12-05 17:50:29.511325
21875,2020-12-05 17:50:30.431879
21812,2020-12-05 17:50:31.311768
21812,2020-12-05 17:50:32.191868
21812,2020-12-05 17:50:33.071917
21812,2020-12-05 17:50:33.951998
21812,2020-12-05 17:50:34.871789
21812,2020-12-05 17:50:35.710680
21812,2020-12-05 17:50:36.591800
21812,2020-12-05 17:50:37.471891
21812,2020-12-05 17:50:38.351758
21812,2020-12-05 17:50:39.231870
21812,2020-12-05 17:50:40.111921
21812,2020-12-05 17:50:40.991856
21812,2020-12-05 17:50:41.871815
21812,2020-12-05 17:50:42.751882
21812,2020-12-05 17:50:43.671812
21812,2020-12-05 17:50:44.511762
21812,2020-12-05 17:50:45.391840
21812,2020-12-05 17:50:46.271743
21812,2020-12-05 17:50:47.151744
21812,2020-12-05 17:50:48.031838
21812,2020-12-05 17:50:48.912010
21812,2020-12-05 17:50:49.791891
21875,2020-12-05 17:50:50.672466
21812,2020-12-05 17:50:51.551881
21875,2020-12-05 17:50:52.431697
21812,2020-12-05 17:50:53.311766
21812,2020-12-05 17:50:54.191823
21812,2020-12-05 17:50:55.071880
21812,2020-12-05 17:50:55.991741
21812,2020-12-05 17:50:56.831802
21812,2020-12-05 17:50:57.711866
21812,2020-12-05 17:50:58.591778
21875,2020-12-05 17:50:59.471935
21875,2020-12-05 17:51:00.351889
21812,2020-12-05 17:51:01.231676
21812,2020-12-05 17:51:02.111910
21875,2020-12-05 17:51:02.991749
21875,2020-12-05 17:51:03.871916
21812,2020-12-05 17:51:04.831208
21812,2020-12-05 17:51:05.711895
21812,2020-12-05 17:51:06.591903
21875,2020-12-05 17:51:07.471727
21875,2020-12-05 17:51:08.351796
21812,2020-12-05 17:51:09.231784
21812,2020-12-05 17:51:10.112006
21875,2020-12-05 17:51:10.991737
21875,2020-12-05 17:51:11.871793
21812,2020-12-05 17:51:12.752086
21875,2020-12-05 17:51:13.631946
21812,2020-12-05 17:51:14.511775
21875,2020-12-05 17:51:15.391929
21875,2020-12-05 17:51:16.271981
21875,2020-12-05 17:51:17.152116
21812,2020-12-05 17:51:18.031806
21875,2020-12-05 17:51:18.911937
21812,2020-12-05 17:51:19.791784
21812,2020-12-05 17:51:20.711950
21812,2020-12-05 17:51:21.551929
21875,2020-12-05 17:51:22.431868
21812,2020-12-05 17:51:23.311731
21812,2020-12-05 17:51:24.191906
21812,2020-12-05 17:51:25.071948
21812,2020-12-05 17:51:25.952107
21812,2020-12-05 17:51:26.831935
21875,2020-12-05 17:51:27.711824
21812,2020-12-05 17:51:28.591724
21812,2020-12-05 17:51:29.472143
21812,2020-12-05 17:51:30.351992
21812,2020-12-05 17:51:31.231629
21812,2020-12-05 17:51:32.111825
21812,2020-12-05 17:51:32.991981
21812,2020-12-05 17:51:33.871973
21812,2020-12-05 17:51:34.751796
21812,2020-12-05 17:51:35.632181
21812,2020-12-05 17:51:36.512042
21812,2020-12-05 17:51:37.391885
21812,2020-12-05 17:51:38.271963
21812,2020-12-05 17:51:39.151787
21750,2020-12-05 17:51:40.031627
21812,2020-12-05 17:51:40.912081
21812,2020-12-05 17:51:41.791929
21750,2020-12-05 17:51:42.671932
21812,2020-12-05 17:51:43.551850
21812,2020-12-05 17:51:44.431916
21812,2020-12-05 17:51:45.311998
21812,2020-12-05 17:51:46.191945
21812,2020-12-05 17:51:47.071852
21812,2020-12-05 17:51:47.951935
21812,2020-12-05 17:51:48.831919
21812,2020-12-05 17:51:49.712017
21812,2020-12-05 17:51:50.591942
21812,2020-12-05 17:51:51.471268
21875,2020-12-05 17:51:52.351938
21812,2020-12-05 17:51:53.231905
21812,2020-12-05 17:51:54.112031
21812,2020-12-05 17:51:54.991928
21812,2020-12-05 17:51:55.871822
21812,2020-12-05 17:51:56.751850
21812,2020-12-05 17:51:57.631941
21812,2020-12-05 17:51:58.551827
21812,2020-12-05 17:51:59.390731
21812,2020-12-05 17:52:00.271851
21812,2020-12-05 17:52:01.151911
21812,2020-12-05 17:52:02.031890
21812,2020-12-05 17:52:02.911823
21812,2020-12-05 17:52:03.791815
21812,2020-12-05 17:52:04.671911
21812,2020-12-05 17:52:05.551918
21812,2020-12-05 17:52:06.431960
21812,2020-12-05 17:52:07.311825
21812,2020-12-05 17:52:08.191887
21812,2020-12-05 17:52:09.071882
21812,2020-12-05 17:52:09.952035
21812,2020-12-05 17:52:10.831924
21812,2020-12-05 17:52:11.711894
21812,2020-12-05 17:52:12.592295
21812,2020-12-05 17:52:13.471948
21875,2020-12-05 17:52:14.351909
21812,2020-12-05 17:52:15.231782
21812,2020-12-05 17:52:16.111952
21812,2020-12-05 17:52:16.991949
21875,2020-12-05 17:52:17.871987
21875,2020-12-05 17:52:18.751890
21812,2020-12-05 17:52:19.631799
21812,2020-12-05 17:52:20.511810
21812,2020-12-05 17:52:21.391849
21812,2020-12-05 17:52:22.271918
21812,2020-12-05 17:52:23.151923
21875,2020-12-05 17:52:24.031812
21812,2020-12-05 17:52:24.911910
21812,2020-12-05 17:52:25.791958
21812,2020-12-05 17:52:26.671997
21812,2020-12-05 17:52:27.591801
21875,2020-12-05 17:52:28.432011
21812,2020-12-05 17:52:29.311780
21875,2020-12-05 17:52:30.191960
21875,2020-12-05 17:52:31.071913
21875,2020-12-05 17:52:31.951821
21875,2020-12-05 17:52:32.831874
21875,2020-12-05 17:52:33.711793
21875,2020-12-05 17:52:34.591949
21875,2020-12-05 17:52:35.471994
21875,2020-12-05 17:52:36.351800
21875,2020-12-05 17:52:37.271929
21937,2020-12-05 17:52:38.111879
21875,2020-12-05 17:52:38.991958
21937,2020-12-05 17:52:39.871784
21875,2020-12-05 17:52:40.751788
21875,2020-12-05 17:52:41.631927
21937,2020-12-05 17:52:42.553469
21937,2020-12-05 17:52:43.471896
21937,2020-12-05 17:52:44.351869
21875,2020-12-05 17:52:45.231781
21937,2020-12-05 17:52:46.111799
21937,2020-12-05 17:52:46.991926
21937,2020-12-05 17:52:47.871902
21937,2020-12-05 17:52:48.751806
21937,2020-12-05 17:52:49.631906
21875,2020-12-05 17:52:50.511778
21875,2020-12-05 17:52:51.391893
21937,2020-12-05 17:52:52.271919
21937,2020-12-05 17:52:53.151777
21875,2020-12-05 17:52:54.071945
21875,2020-12-05 17:52:54.911763
21937,2020-12-05 17:52:55.911430
21875,2020-12-05 17:52:56.752311
21937,2020-12-05 17:52:57.672864
21937,2020-12-05 17:52:58.591909
21937,2020-12-05 17:52:59.472434
21937,2020-12-05 17:53:00.351775
21937,2020-12-05 17:53:01.231930
21875,2020-12-05 17:53:02.111917
21875,2020-12-05 17:53:02.991858
21937,2020-12-05 17:53:03.872166
21875,2020-12-05 17:53:04.751895
21875,2020-12-05 17:53:05.632008
21875,2020-12-05 17:53:06.511748
21875,2020-12-05 17:53:07.391998
21875,2020-12-05 17:53:08.271961
21875,2020-12-05 17:53:09.151773
21875,2020-12-05 17:53:10.031954
21875,2020-12-05 17:53:10.911804
21875,2020-12-05 17:53:11.791976
21875,2020-12-05 17:53:12.711821
21875,2020-12-05 17:53:13.551769
21875,2020-12-05 17:53:14.432051
21875,2020-12-05 17:53:15.312001
21875,2020-12-05 17:53:16.191751
21875,2020-12-05 17:53:17.071997
21875,2020-12-05 17:53:17.951751
21875,2020-12-05 17:53:18.832048
21875,2020-12-05 17:53:19.751307
21875,2020-12-05 17:53:20.591728
21875,2020-12-05 17:53:21.472002
21812,2020-12-05 17:53:22.351717
21812,2020-12-05 17:53:23.232069
21812,2020-12-05 17:53:24.151722
21812,2020-12-05 17:53:24.990620
21875,2020-12-05 17:53:25.871823
21875,2020-12-05 17:53:26.751967
21875,2020-12-05 17:53:27.672135
21875,2020-12-05 17:53:28.511806
21875,2020-12-05 17:53:29.391813
21812,2020-12-05 17:53:30.271939
21812,2020-12-05 17:53:31.151998
21875,2020-12-05 17:53:32.032052
21875,2020-12-05 17:53:32.911951
21875,2020-12-05 17:53:33.822418
21875,2020-12-05 17:53:34.751938
21812,2020-12-05 17:53:35.632087
21812,2020-12-05 17:53:36.511953
21812,2020-12-05 17:53:37.391764
21875,2020-12-05 17:53:38.271841
21812,2020-12-05 17:53:39.151928
21812,2020-12-05 17:53:40.031965
21875,2020-12-05 17:53:40.911932
21875,2020-12-05 17:53:41.791835
21875,2020-12-05 17:53:42.671914
21875,2020-12-05 17:53:43.551933
21812,2020-12-05 17:53:44.431861
21812,2020-12-05 17:53:45.311954
21875,2020-12-05 17:53:46.191813
21875,2020-12-05 17:53:47.072024
21812,2020-12-05 17:53:47.951943
21812,2020-12-05 17:53:48.831805
21875,2020-12-05 17:53:49.711829
21812,2020-12-05 17:53:50.591938
21812,2020-12-05 17:53:51.471918
21812,2020-12-05 17:53:52.352442
21812,2020-12-05 17:53:53.231788
21812,2020-12-05 17:53:54.111788
21875,2020-12-05 17:53:54.991797
21812,2020-12-05 17:53:55.871954
21812,2020-12-05 17:53:56.782005
21812,2020-12-05 17:53:57.631863
21812,2020-12-05 17:53:58.511827
21812,2020-12-05 17:53:59.391793
21812,2020-12-05 17:54:00.272023
21812,2020-12-05 17:54:01.231427
21812,2020-12-05 17:54:02.112005
21812,2020-12-05 17:54:02.991821
21812,2020-12-05 17:54:03.871781
21812,2020-12-05 17:54:04.751967
21812,2020-12-05 17:54:05.632005
21812,2020-12-05 17:54:06.512061
21812,2020-12-05 17:54:07.391799
21750,2020-12-05 17:54:08.271897
21812,2020-12-05 17:54:09.151910
21750,2020-12-05 17:54:10.031985
21750,2020-12-05 17:54:10.911784
21812,2020-12-05 17:54:11.791883
21812,2020-12-05 17:54:12.671897
21750,2020-12-05 17:54:13.552040
21750,2020-12-05 17:54:14.431898
21812,2020-12-05 17:54:15.311777
21812,2020-12-05 17:54:16.191898
21750,2020-12-05 17:54:17.071931
21812,2020-12-05 17:54:17.951781
21812,2020-12-05 17:54:18.831753
21812,2020-12-05 17:54:19.712079
21812,2020-12-05 17:54:20.592383
21812,2020-12-05 17:54:21.471880
21812,2020-12-05 17:54:22.351848
21812,2020-12-05 17:54:23.231894
21812,2020-12-05 17:54:24.111907
21812,2020-12-05 17:54:25.032500
21812,2020-12-05 17:54:25.951801
21812,2020-12-05 17:54:26.831887
21812,2020-12-05 17:54:27.711954
21812,2020-12-05 17:54:28.591762
21812,2020-12-05 17:54:29.471827
21812,2020-12-05 17:54:30.351896
21812,2020-12-05 17:54:31.231906
21812,2020-12-05 17:54:32.111968
21812,2020-12-05 17:54:32.991812
21812,2020-12-05 17:54:33.871762
21812,2020-12-05 17:54:34.751888
21750,2020-12-05 17:54:35.632373
21750,2020-12-05 17:54:36.511900
21812,2020-12-05 17:54:37.391783
21812,2020-12-05 17:54:38.271892
21812,2020-12-05 17:54:39.151938
21812,2020-12-05 17:54:40.031968
21812,2020-12-05 17:54:40.911897
21812,2020-12-05 17:54:41.791859
21812,2020-12-05 17:54:42.671774
21812,2020-12-05 17:54:43.551945
21812,2020-12-05 17:54:44.431856
21812,2020-12-05 17:54:45.311795
21812,2020-12-05 17:54:46.231849
21812,2020-12-05 17:54:47.071774
21812,2020-12-05 17:54:47.951899
21812,2020-12-05 17:54:48.832577
21812,2020-12-05 17:54:49.711894
21812,2020-12-05 17:54:50.591780
21812,2020-12-05 17:54:51.471883
21812,2020-12-05 17:54:52.351910
21812,2020-12-05 17:54:53.231986
21812,2020-12-05 17:54:54.111747
21812,2020-12-05 17:54:54.991762
21812,2020-12-05 17:54:55.871770
21812,2020-12-05 17:54:56.751928
21750,2020-12-05 17:54:57.711335
21750,2020-12-05 17:54:58.591911
21812,2020-12-05 17:54:59.471935
21812,2020-12-05 17:55:00.351763
21812,2020-12-05 17:55:01.231803
21812,2020-12-05 17:55:02.112149
21812,2020-12-05 17:55:02.991879
21812,2020-12-05 17:55:03.871775
21812,2020-12-05 17:55:04.751783
21812,2020-12-05 17:55:05.672003
21812,2020-12-05 17:55:06.511949
21750,2020-12-05 17:55:07.392119
21812,2020-12-05 17:55:08.271774
21812,2020-12-05 17:55:09.152001
21750,2020-12-05 17:55:10.031956
21750,2020-12-05 17:55:10.911792
21750,2020-12-05 17:55:11.831924
21750,2020-12-05 17:55:12.672283
21750,2020-12-05 17:55:13.551922
21750,2020-12-05 17:55:14.431703
21750,2020-12-05 17:55:15.311770
21750,2020-12-05 17:55:16.271273
21750,2020-12-05 17:55:17.152060
21750,2020-12-05 17:55:18.031945
21750,2020-12-05 17:55:18.911719
21750,2020-12-05 17:55:19.791699
21750,2020-12-05 17:55:20.671972
21750,2020-12-05 17:55:21.551938
21750,2020-12-05 17:55:22.432732
21750,2020-12-05 17:55:23.311905
21750,2020-12-05 17:55:24.191712
21750,2020-12-05 17:55:25.071814
21750,2020-12-05 17:55:25.951961
21750,2020-12-05 17:55:26.831938
21750,2020-12-05 17:55:27.711783
21750,2020-12-05 17:55:28.591800
21812,2020-12-05 17:55:29.471831
21812,2020-12-05 17:55:30.351941
21750,2020-12-05 17:55:31.231949
21750,2020-12-05 17:55:32.111762
21750,2020-12-05 17:55:32.991797
21750,2020-12-05 17:55:33.871938
21750,2020-12-05 17:55:34.751933
21750,2020-12-05 17:55:35.632097
21812,2020-12-05 17:55:36.511860
21812,2020-12-05 17:55:37.391824
21750,2020-12-05 17:55:38.271959
21750,2020-12-05 17:55:39.151821
21812,2020-12-05 17:55:40.032022
21750,2020-12-05 17:55:40.911905
21750,2020-12-05 17:55:41.791819
21750,2020-12-05 17:55:42.671822
21750,2020-12-05 17:55:43.552081
21750,2020-12-05 17:55:44.431960
21687,2020-12-05 17:55:45.311798
21750,2020-12-05 17:55:46.191804
21750,2020-12-05 17:55:47.111441
21750,2020-12-05 17:55:47.992012
21750,2020-12-05 17:55:48.871809
21750,2020-12-05 17:55:49.710691
21750,2020-12-05 17:55:50.591832
21750,2020-12-05 17:55:51.471933
21750,2020-12-05 17:55:52.351967
21750,2020-12-05 17:55:53.231800
21750,2020-12-05 17:55:54.111915
21750,2020-12-05 17:55:54.991930
21812,2020-12-05 17:55:55.871918
21812,2020-12-05 17:55:56.752441
21750,2020-12-05 17:55:57.631857
21812,2020-12-05 17:55:58.511819
21812,2020-12-05 17:55:59.391784
21812,2020-12-05 17:56:00.271922
21812,2020-12-05 17:56:01.152317
21812,2020-12-05 17:56:02.031761
21812,2020-12-05 17:56:02.911923
21750,2020-12-05 17:56:03.791906
21812,2020-12-05 17:56:04.672018
21812,2020-12-05 17:56:05.551792
21750,2020-12-05 17:56:06.431900
21750,2020-12-05 17:56:07.311796
21750,2020-12-05 17:56:08.191918
21750,2020-12-05 17:56:09.071824
21750,2020-12-05 17:56:09.951906
21812,2020-12-05 17:56:10.831793
21812,2020-12-05 17:56:11.711837
21812,2020-12-05 17:56:12.591918
21750,2020-12-05 17:56:13.471809
21812,2020-12-05 17:56:14.351896
21750,2020-12-05 17:56:15.232115
21750,2020-12-05 17:56:16.111889
21750,2020-12-05 17:56:16.991914
21750,2020-12-05 17:56:17.871782
21812,2020-12-05 17:56:18.751797
21750,2020-12-05 17:56:19.631808
21750,2020-12-05 17:56:20.511797
21750,2020-12-05 17:56:21.431758
21750,2020-12-05 17:56:22.271785
21812,2020-12-05 17:56:23.151929
21750,2020-12-05 17:56:24.031915
21750,2020-12-05 17:56:24.911896
21750,2020-12-05 17:56:25.791877
21750,2020-12-05 17:56:26.671849
21812,2020-12-05 17:56:27.551816
21750,2020-12-05 17:56:28.431900
21750,2020-12-05 17:56:29.351764
21750,2020-12-05 17:56:30.191879
21812,2020-12-05 17:56:31.071808
21812,2020-12-05 17:56:31.951880
21812,2020-12-05 17:56:32.831869
21750,2020-12-05 17:56:33.791773
21750,2020-12-05 17:56:34.671935
21750,2020-12-05 17:56:35.552386
21750,2020-12-05 17:56:36.431766
21687,2020-12-05 17:56:37.311666
21750,2020-12-05 17:56:38.191741
21750,2020-12-05 17:56:39.071926
21687,2020-12-05 17:56:39.951912
21750,2020-12-05 17:56:40.831772
21750,2020-12-05 17:56:41.711663
21687,2020-12-05 17:56:42.591874
21750,2020-12-05 17:56:43.472023
21750,2020-12-05 17:56:44.351765
21750,2020-12-05 17:56:45.231836
21750,2020-12-05 17:56:46.111661
21750,2020-12-05 17:56:47.071768
21750,2020-12-05 17:56:47.951778
21750,2020-12-05 17:56:48.831770
21750,2020-12-05 17:56:49.711835
21750,2020-12-05 17:56:50.631341
21750,2020-12-05 17:56:51.471805
21687,2020-12-05 17:56:52.351782
21750,2020-12-05 17:56:53.232424
21750,2020-12-05 17:56:54.111787
21687,2020-12-05 17:56:55.031713
21750,2020-12-05 17:56:55.870705
21750,2020-12-05 17:56:56.751809
21750,2020-12-05 17:56:57.631910
21687,2020-12-05 17:56:58.511808
21750,2020-12-05 17:56:59.391726
21750,2020-12-05 17:57:00.271792
21750,2020-12-05 17:57:01.191307
21750,2020-12-05 17:57:02.071724
21750,2020-12-05 17:57:02.910691
21687,2020-12-05 17:57:03.791761
21750,2020-12-05 17:57:04.672444
21750,2020-12-05 17:57:05.551961
21687,2020-12-05 17:57:06.432140
21687,2020-12-05 17:57:07.311643
21750,2020-12-05 17:57:08.191724
21750,2020-12-05 17:57:09.071788
21750,2020-12-05 17:57:09.952095
21750,2020-12-05 17:57:10.832011
21750,2020-12-05 17:57:11.711713
21750,2020-12-05 17:57:12.591922
21687,2020-12-05 17:57:13.471904
21750,2020-12-05 17:57:14.352090
21750,2020-12-05 17:57:15.231917
21750,2020-12-05 17:57:16.111617
21750,2020-12-05 17:57:16.991911
21750,2020-12-05 17:57:17.871977
21750,2020-12-05 17:57:18.752081
21750,2020-12-05 17:57:19.631750
21750,2020-12-05 17:57:20.511709
21750,2020-12-05 17:57:21.391715
21687,2020-12-05 17:57:22.272156
21750,2020-12-05 17:57:23.151973
21750,2020-12-05 17:57:24.031940
21750,2020-12-05 17:57:24.911599
21750,2020-12-05 17:57:25.791823
21750,2020-12-05 17:57:26.671816
21750,2020-12-05 17:57:27.551815
21750,2020-12-05 17:57:28.431962
21750,2020-12-05 17:57:29.342073
21750,2020-12-05 17:57:30.271319
21750,2020-12-05 17:57:31.151268
21750,2020-12-05 17:57:32.032126
21750,2020-12-05 17:57:32.912362
21750,2020-12-05 17:57:33.791835
21750,2020-12-05 17:57:34.671794
21812,2020-12-05 17:57:35.552099
