temp,datetime
21812,2020-12-05 17:46:57.831647
21875,2020-12-05 17:46:58.672179
21875,2020-12-05 17:46:59.551796
21875,2020-12-05 17:47:00.431835
21875,2020-12-05 17:47:01.311890
21875,2020-12-05 17:47:02.191908
21875,2020-12-05 17:47:03.071826
21875,2020-12-05 17:47:03.951823
21875,2020-12-05 17:47:04.831886
21875,2020-12-05 17:47:05.751749
21875,2020-12-05 17:47:06.590669
21875,2020-12-05 17:47:07.471790
21937,2020-12-05 17:47:08.431788
21937,2020-12-05 17:47:09.311804
21875,2020-12-05 17:47:10.191942
21875,2020-12-05 17:47:11.071911
21875,2020-12-05 17:47:11.951919
21937,2020-12-05 17:47:12.831821
21937,2020-12-05 17:47:13.711878
21937,2020-12-05 17:47:14.591859
21937,2020-12-05 17:47:15.511747
21937,2020-12-05 17:47:16.392128
21937,2020-12-05 17:47:17.230687
21937,2020-12-05 17:47:18.112362
21937,2020-12-05 17:47:18.991882
21937,2020-12-05 17:47:19.871863
21875,2020-12-05 17:47:20.791702
21937,2020-12-05 17:47:21.632032
21937,2020-12-05 17:47:22.511968
21937,2020-12-05 17:47:23.391775
21937,2020-12-05 17:47:24.272070
21937,2020-12-05 17:47:25.183057
21937,2020-12-05 17:47:26.216217
21875,2020-12-05 17:47:27.132887
21875,2020-12-05 17:47:28.073770
21875,2020-12-05 17:47:28.990701
21875,2020-12-05 17:47:29.871950
21875,2020-12-05 17:47:30.751968
21937,2020-12-05 17:47:31.631993
21875,2020-12-05 17:47:32.511733
21937,2020-12-05 17:47:33.391879
21875,2020-12-05 17:47:34.272003
21875,2020-12-05 17:47:35.151729
21875,2020-12-05 17:47:36.031840
21875,2020-12-05 17:47:36.911944
21875,2020-12-05 17:47:37.791721
21875,2020-12-05 17:47:38.671980
21875,2020-12-05 17:47:39.551944
21875,2020-12-05 17:47:40.432046
21875,2020-12-05 17:47:41.311982
21875,2020-12-05 17:47:42.191803
21875,2020-12-05 17:47:43.071964
21875,2020-12-05 17:47:43.951981
21875,2020-12-05 17:47:44.832053
21875,2020-12-05 17:47:45.711883
21875,2020-12-05 17:47:46.591785
21875,2020-12-05 17:47:47.471817
21937,2020-12-05 17:47:48.352075
21875,2020-12-05 17:47:49.231968
21875,2020-12-05 17:47:50.111902
21875,2020-12-05 17:47:50.991755
21875,2020-12-05 17:47:51.871932
21875,2020-12-05 17:47:52.751987
21875,2020-12-05 17:47:53.632012
21875,2020-12-05 17:47:54.511825
21875,2020-12-05 17:47:55.391958
21875,2020-12-05 17:47:56.272045
21875,2020-12-05 17:47:57.151975
21875,2020-12-05 17:47:58.031961
21875,2020-12-05 17:47:58.911818
21875,2020-12-05 17:47:59.791795
21875,2020-12-05 17:48:00.671923
21875,2020-12-05 17:48:01.551929
21875,2020-12-05 17:48:02.431810
21875,2020-12-05 17:48:03.311840
21875,2020-12-05 17:48:04.191912
21937,2020-12-05 17:48:05.071951
21937,2020-12-05 17:48:05.951935
21875,2020-12-05 17:48:06.831852
21875,2020-12-05 17:48:07.711917
21875,2020-12-05 17:48:08.591829
21875,2020-12-05 17:48:09.471950
21875,2020-12-05 17:48:10.351949
21875,2020-12-05 17:48:11.231857
21875,2020-12-05 17:48:12.111981
21875,2020-12-05 17:48:12.991784
21875,2020-12-05 17:48:13.871923
21875,2020-12-05 17:48:14.752141
21812,2020-12-05 17:48:15.631969
21875,2020-12-05 17:48:16.511845
21875,2020-12-05 17:48:17.391902
21875,2020-12-05 17:48:18.271973
21875,2020-12-05 17:48:19.152036
21875,2020-12-05 17:48:20.071853
21875,2020-12-05 17:48:20.910711
21875,2020-12-05 17:48:21.791807
21875,2020-12-05 17:48:22.671920
21875,2020-12-05 17:48:23.551869
21875,2020-12-05 17:48:24.432034
21812,2020-12-05 17:48:25.311931
21875,2020-12-05 17:48:26.191886
21812,2020-12-05 17:48:27.071789
21812,2020-12-05 17:48:27.951947
21875,2020-12-05 17:48:28.831941
21812,2020-12-05 17:48:29.711841
21875,2020-12-05 17:48:30.591750
21812,2020-12-05 17:48:31.511759
21875,2020-12-05 17:48:32.352069
21875,2020-12-05 17:48:33.231806
21875,2020-12-05 17:48:34.111986
21812,2020-12-05 17:48:34.991875
21875,2020-12-05 17:48:35.871800
21875,2020-12-05 17:48:36.751780
21875,2020-12-05 17:48:37.631963
21875,2020-12-05 17:48:38.512035
21812,2020-12-05 17:48:39.391925
21812,2020-12-05 17:48:40.271797
21812,2020-12-05 17:48:41.151787
21812,2020-12-05 17:48:42.031885
21812,2020-12-05 17:48:42.911946
21812,2020-12-05 17:48:43.791865
21875,2020-12-05 17:48:44.672355
21875,2020-12-05 17:48:45.551870
21875,2020-12-05 17:48:46.431872
21812,2020-12-05 17:48:47.312016
21812,2020-12-05 17:48:48.191875
21812,2020-12-05 17:48:49.071797
21812,2020-12-05 17:48:49.951905
21812,2020-12-05 17:48:50.831778
21875,2020-12-05 17:48:51.751916
21812,2020-12-05 17:48:52.591925
21875,2020-12-05 17:48:53.471766
21812,2020-12-05 17:48:54.351768
21875,2020-12-05 17:48:55.231961
21875,2020-12-05 17:48:56.111937
21875,2020-12-05 17:48:56.991849
21875,2020-12-05 17:48:57.871765
21812,2020-12-05 17:48:58.751813
21812,2020-12-05 17:48:59.631784
21812,2020-12-05 17:49:00.511953
21812,2020-12-05 17:49:01.391742
21812,2020-12-05 17:49:02.271769
21812,2020-12-05 17:49:03.191898
21812,2020-12-05 17:49:04.031827
21812,2020-12-05 17:49:04.951759
21812,2020-12-05 17:49:05.831711
21812,2020-12-05 17:49:06.672195
21812,2020-12-05 17:49:07.593047
21875,2020-12-05 17:49:08.511770
21812,2020-12-05 17:49:09.391734
21812,2020-12-05 17:49:10.272142
21812,2020-12-05 17:49:11.151998
21812,2020-12-05 17:49:12.031729
21812,2020-12-05 17:49:12.912359
21812,2020-12-05 17:49:13.791975
21812,2020-12-05 17:49:14.671880
21812,2020-12-05 17:49:15.552123
21812,2020-12-05 17:49:16.431825
21812,2020-12-05 17:49:17.311742
21812,2020-12-05 17:49:18.191803
21812,2020-12-05 17:49:19.072063
21812,2020-12-05 17:49:19.951947
