temp,temp,datetime
18875,18875,2023-09-16 12:59:24.915405
18937,18875,2023-09-16 12:59:31.715377
18937,18875,2023-09-16 12:59:38.515375
18937,18875,2023-09-16 12:59:45.315380
18937,18875,2023-09-16 12:59:52.115506
18875,18875,2023-09-16 12:59:58.915527
18937,18875,2023-09-16 13:00:05.715364
18937,18875,2023-09-16 13:00:12.515363
18937,18875,2023-09-16 13:00:19.315461
18937,18875,2023-09-16 13:00:26.115362
18875,18812,2023-09-16 13:00:32.915419
18937,18875,2023-09-16 13:00:39.715387
18937,18812,2023-09-16 13:00:46.515376
18937,18812,2023-09-16 13:00:53.317331
18937,18812,2023-09-16 13:01:00.115744
18937,18875,2023-09-16 13:01:06.915393
18937,18812,2023-09-16 13:01:13.715371
18937,18875,2023-09-16 13:01:20.515462
18875,18812,2023-09-16 13:01:27.315362
18937,18875,2023-09-16 13:01:34.115371
18937,18875,2023-09-16 13:01:40.915390
18937,18812,2023-09-16 13:01:47.715386
18937,18812,2023-09-16 13:01:54.515443
18937,18875,2023-09-16 13:02:01.315393
18937,18875,2023-09-16 13:02:08.115357
18937,18875,2023-09-16 13:02:14.915599
18937,18812,2023-09-16 13:02:21.715654
18937,18812,2023-09-16 13:02:28.515518
18937,18812,2023-09-16 13:02:35.315463
18937,18812,2023-09-16 13:02:42.115675
18937,18875,2023-09-16 13:02:48.915581
18937,18812,2023-09-16 13:02:55.715564
18937,18812,2023-09-16 13:03:02.515564
18937,18812,2023-09-16 13:03:09.315563
18937,18812,2023-09-16 13:03:16.115683
18937,18812,2023-09-16 13:03:22.915578
18937,18812,2023-09-16 13:03:29.715549
18937,18812,2023-09-16 13:03:36.525165
18937,18812,2023-09-16 13:03:43.355230
18937,18812,2023-09-16 13:03:50.115514
18875,18812,2023-09-16 13:03:56.915955
18937,18812,2023-09-16 13:04:03.715501
18937,18812,2023-09-16 13:04:10.515553
18937,18812,2023-09-16 13:04:17.356132
18937,18812,2023-09-16 13:04:24.115536
18937,18812,2023-09-16 13:04:30.915580
18937,18812,2023-09-16 13:04:37.715647
18937,18812,2023-09-16 13:04:44.515712
18937,18812,2023-09-16 13:04:51.315647
18937,18812,2023-09-16 13:04:58.115505
18937,18750,2023-09-16 13:05:04.925841
18937,18812,2023-09-16 13:05:11.715522
18937,18812,2023-09-16 13:05:18.515533
18937,18750,2023-09-16 13:05:25.355737
18937,18812,2023-09-16 13:05:32.115576
18937,18812,2023-09-16 13:05:38.915631
19000,18812,2023-09-16 13:05:45.715475
19000,18812,2023-09-16 13:05:52.515487
18937,18812,2023-09-16 13:05:59.315499
18937,18812,2023-09-16 13:06:06.115627
18937,18812,2023-09-16 13:06:12.915505
18937,18812,2023-09-16 13:06:19.715792
19000,18812,2023-09-16 13:06:26.515470
19000,18750,2023-09-16 13:06:33.355487
18937,18750,2023-09-16 13:06:40.115588
19000,18750,2023-09-16 13:06:46.915497
18937,18750,2023-09-16 13:06:53.715486
19000,18750,2023-09-16 13:07:00.515491
18937,18750,2023-09-16 13:07:07.315633
18937,18750,2023-09-16 13:07:14.115831
19000,18750,2023-09-16 13:07:20.915500
19000,18750,2023-09-16 13:07:27.715488
19000,18750,2023-09-16 13:07:34.515580
18937,18750,2023-09-16 13:07:41.315480
19000,18750,2023-09-16 13:07:48.115448
18937,18687,2023-09-16 13:07:54.915539
18937,18750,2023-09-16 13:08:01.715590
18937,18750,2023-09-16 13:08:08.515481
18937,18750,2023-09-16 13:08:15.315567
18937,18750,2023-09-16 13:08:22.115493
19000,18750,2023-09-16 13:08:28.915546
18937,18750,2023-09-16 13:08:35.715466
18937,18750,2023-09-16 13:08:42.515469
19000,18750,2023-09-16 13:08:49.315466
19000,18750,2023-09-16 13:08:56.115538
18937,18750,2023-09-16 13:09:02.955146
18937,18687,2023-09-16 13:09:09.715450
18937,18750,2023-09-16 13:09:16.515452
18937,18687,2023-09-16 13:09:23.315754
18937,18687,2023-09-16 13:09:30.115632
18937,18750,2023-09-16 13:09:36.915572
18937,18687,2023-09-16 13:09:43.715521
18937,18687,2023-09-16 13:09:50.515579
19000,18687,2023-09-16 13:09:57.315533
19000,18750,2023-09-16 13:10:04.115505
19000,18687,2023-09-16 13:10:10.915599
19000,18687,2023-09-16 13:10:17.715495
19000,18687,2023-09-16 13:10:24.515575
18937,18750,2023-09-16 13:10:31.315493
18937,18687,2023-09-16 13:10:38.115486
18937,18687,2023-09-16 13:10:44.915491
19000,18687,2023-09-16 13:10:51.714738
18937,18687,2023-09-16 13:10:58.515578
18937,18687,2023-09-16 13:11:05.315467
18937,18687,2023-09-16 13:11:12.115463
18937,18687,2023-09-16 13:11:18.915472
18937,18687,2023-09-16 13:11:25.715461
19000,18687,2023-09-16 13:11:32.515529
18937,18687,2023-09-16 13:11:39.315469
18937,18687,2023-09-16 13:11:46.115802
19000,18625,2023-09-16 13:11:52.915618
19000,18687,2023-09-16 13:11:59.715500
19000,18687,2023-09-16 13:12:06.515463
19000,18687,2023-09-16 13:12:13.315458
19000,18687,2023-09-16 13:12:20.115559
19000,18687,2023-09-16 13:12:26.915481
19000,18687,2023-09-16 13:12:33.715488
18937,18625,2023-09-16 13:12:40.524954
19000,18687,2023-09-16 13:12:47.316055
18937,18687,2023-09-16 13:12:54.115458
18937,18625,2023-09-16 13:13:00.915456
18937,18687,2023-09-16 13:13:07.715565
19000,18625,2023-09-16 13:13:14.515457
19000,18687,2023-09-16 13:13:21.315518
18937,18687,2023-09-16 13:13:28.115468
18937,18687,2023-09-16 13:13:34.924879
18937,18625,2023-09-16 13:13:41.715559
19000,18687,2023-09-16 13:13:48.515455
19000,18687,2023-09-16 13:13:55.315446
19000,18625,2023-09-16 13:14:02.115489
19000,18687,2023-09-16 13:14:08.915583
19000,18625,2023-09-16 13:14:15.715602
18937,18625,2023-09-16 13:14:22.515494
19000,18625,2023-09-16 13:14:29.314884
19000,18625,2023-09-16 13:14:36.115479
19000,18625,2023-09-16 13:14:42.915578
18937,18625,2023-09-16 13:14:49.715451
19000,18625,2023-09-16 13:14:56.515486
19000,18625,2023-09-16 13:15:03.395590
19000,18625,2023-09-16 13:15:10.195559
19000,18625,2023-09-16 13:15:16.995457
19000,18625,2023-09-16 13:15:23.885687
19062,18625,2023-09-16 13:15:30.675362
19000,18625,2023-09-16 13:15:37.475810
19000,18625,2023-09-16 13:15:44.355610
19000,18625,2023-09-16 13:15:51.155487
19062,18625,2023-09-16 13:15:57.955477
19062,18625,2023-09-16 13:16:04.835555
19000,18625,2023-09-16 13:16:11.635443
19062,18625,2023-09-16 13:16:18.485078
19000,18625,2023-09-16 13:16:25.315532
19000,18625,2023-09-16 13:16:32.126062
19000,18625,2023-09-16 13:16:38.915489
19000,18625,2023-09-16 13:16:45.795550
19062,18625,2023-09-16 13:16:52.595826
19062,18625,2023-09-16 13:16:59.395457
19000,18625,2023-09-16 13:17:06.275484
19062,18625,2023-09-16 13:17:13.075444
19000,18625,2023-09-16 13:17:19.875395
19000,18625,2023-09-16 13:17:26.755450
19000,18625,2023-09-16 13:17:33.555574
19000,18562,2023-09-16 13:17:40.355474
19000,18625,2023-09-16 13:17:47.235404
19000,18625,2023-09-16 13:17:54.035485
19000,18625,2023-09-16 13:18:00.835397
